year-week,ID_material,Units
2018-06,120009816,720.0
2018-07,120009816,432.0
2018-08,120009816,432.0
2018-09,120009816,576.0
2018-10,120009816,288.0
2018-11,120009816,0.0
2018-12,120009816,0.0
2018-13,120009816,0.0
2018-14,120009816,720.0
2018-15,120009816,1008.0
2018-16,120009816,1296.0
2018-17,120009816,720.0
2018-18,120009816,0.0
2018-19,120009816,0.0
2018-20,120009816,144.0
2018-21,120009816,0.0
2018-22,120009816,0.0
2018-23,120009816,0.0
2018-24,120009816,144.0
2018-25,120009816,0.0
2018-26,120009816,1872.0
2018-27,120009816,432.0
2018-28,120009816,1008.0
2018-29,120009816,288.0
2018-30,120009816,576.0
2018-31,120009816,432.0
2018-32,120009816,0.0
2018-33,120009816,288.0
2018-34,120009816,0.0
2018-35,120009816,432.0
2018-36,120009816,288.0
2018-37,120009816,288.0
2018-38,120009816,576.0
2018-39,120009816,144.0
2018-40,120009816,864.0
2018-41,120009816,576.0
2018-42,120009816,720.0
2018-43,120009816,1296.0
2018-44,120009816,1152.0
2018-45,120009816,288.0
2018-46,120009816,864.0
2018-47,120009816,1008.0
2018-48,120009816,1872.0
2018-49,120009816,1020.0
2018-50,120009816,1584.0
2018-51,120009816,288.0
2018-52,120009816,864.0
2019-01,120009816,1440.0
2019-02,120009816,720.0
2019-03,120009816,2016.0
2019-04,120009816,1152.0
2019-05,120009816,288.0
2019-06,120009816,1008.0
2019-07,120009816,432.0
2019-08,120009816,864.0
2019-09,120009816,576.0
2019-10,120009816,1584.0
2019-11,120009816,2016.0
2019-12,120009816,1872.0
2019-13,120009816,1584.0
2019-14,120009816,1728.0
2019-15,120009816,1152.0
2019-16,120009816,1008.0
2019-17,120009816,1296.0
2019-18,120009816,1152.0
2019-19,120009816,720.0
2019-20,120009816,2016.0
2019-21,120009816,720.0
2019-22,120009816,288.0
2019-23,120009816,288.0
2019-24,120009816,144.0
2019-25,120009816,216.0
2019-26,120009816,288.0
2019-27,120009816,144.0
2019-28,120009816,0.0
2019-29,120009816,144.0
2019-30,120009816,1152.0
2019-31,120009816,432.0
2019-32,120009816,576.0
2019-33,120009816,432.0
2019-34,120009816,288.0
2019-35,120009816,576.0
2019-36,120009816,288.0
2019-37,120009816,0.0
2019-38,120009816,432.0
2019-39,120009816,720.0
2019-40,120009816,144.0
2019-41,120009816,504.0
2019-42,120009816,864.0
2019-43,120009816,288.0
