year-week,ID_material,Units
2021-06,120014488,2520
2021-07,120014488,3060
2021-08,120014488,2340
2021-09,120014488,1620
2021-10,120014488,4884
2021-11,120014488,540
2021-12,120014488,360
2021-13,120014488,720
2021-14,120014488,1260
2021-15,120014488,1260
2021-16,120014488,900
2021-17,120014488,3420
2021-18,120014488,0
2021-19,120014488,0
2021-20,120014488,0
2021-21,120014488,0
2021-22,120014488,0
2021-23,120014488,540
2021-24,120014488,0
2021-25,120014488,0
2021-26,120014488,0
2021-27,120014488,4320
2021-28,120014488,0
2021-29,120014488,180
2021-30,120014488,0
2021-31,120014488,720
2021-32,120014488,1260
2021-33,120014488,1440
2021-34,120014488,1440
2021-35,120014488,1980
2021-36,120014488,1800
2021-37,120014488,1620
2021-38,120014488,3060
2021-39,120014488,3060
2021-40,120014488,3600
2021-41,120014488,1980
2021-42,120014488,2700
2021-43,120014488,1440
2021-44,120014488,2160
2021-45,120014488,3060
2021-46,120014488,900
2021-47,120014488,0
2021-48,120014488,180
2021-49,120014488,180
2021-50,120014488,180
2021-51,120014488,180
2021-52,120014488,180
2022-01,120014488,180
2022-02,120014488,360
2022-03,120014488,180
2022-04,120014488,720
2022-05,120014488,1980
2022-06,120014488,5400
2022-07,120014488,2520
2022-08,120014488,2840
2022-09,120014488,1620
2022-10,120014488,6552
2022-11,120014488,3564
2022-12,120014488,1728
2022-13,120014488,2376
2022-14,120014488,2772
2022-15,120014488,0
2022-16,120014488,0
2022-17,120014488,432
2022-18,120014488,0
2022-19,120014488,864
2022-20,120014488,648
2022-21,120014488,216
2022-22,120014488,2592
2022-23,120014488,864
2022-24,120014488,1944
2022-25,120014488,2376
2022-26,120014488,2268
2022-27,120014488,5832
2022-28,120014488,2376
2022-29,120014488,3240
2022-30,120014488,2808
2022-31,120014488,2808
2022-32,120014488,1728
2022-33,120014488,3996
2022-34,120014488,1512
2022-35,120014488,1080
2022-36,120014488,3240
2022-37,120014488,1944
2022-38,120014488,1944
2022-39,120014488,2160
